0.86	161	2
1.18	134	10
1.55	183	11
1.61	173	6
2.13	170	17
2.14	196	5
2.77	184	8
2.77	206	10
3.57	221	7
3.67	207	6
4.6	204	6
5.42	209	5
5.8	217	7
6.56	206	6
7	227	5
7.41	226	6
8.01	224	5
8.4	220	6
9.1	228	7
9.25	210	6
10.3	216	5
11.17	223	8
12.47	208	6
14.16	184	8
15.2	180	6
15.84	199	4
16.87	192	5
17.44	209	9
18.67	196	6
20.68	195	8
22.48	192	9
24.96	197	10
25.56	187	13
